stream,date,priordate,section,year,catch,priorcatch,NRun,Run_Name,Species_Num,Species_txt,Initial_W,fit.to,fit.to.value,First_day,Last_day,N_indiv,Oxycal,calc.pop_mort,calc.spawn,calc.nut,calc.contaminant,Init_pred_conc,contam_eq,T_File,Diet_File,Prey_E_File,Indigest_Prey_File,Pred_E_File,Mort_File,Reprod_File,Contam_Prey_C_File,Contam_assim_File,Contam_TE_File,Phos_Ae_File,Phos_Co_Pred_File,Phos_Co_Prey_File,Nit_Ae_File,Nit_Co_Pred_File,Nit_Co_Prey_File,FB4_Log_File,Save_Daily_Output,Daily_Output_File
Fish,2021-10-08,2021-09-12,1,2021,2,49,85,Fish_2021-10-08_1_2021,23,Cutthroat trout,1.0050000000000001,Weight,3.283265306122449,255,281,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-10-08,2021-09-12,2,2021,5,44,86,Fish_2021-10-08_2_2021,23,Cutthroat trout,1.42,Weight,2.982727272727273,255,281,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-10-08,2021-09-12,3,2021,6,50,87,Fish_2021-10-08_3_2021,23,Cutthroat trout,1.8066666666666666,Weight,3.2026,255,281,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-10-08,2021-09-12,4,2021,4,47,88,Fish_2021-10-08_4_2021,23,Cutthroat trout,1.895,Weight,2.7240425531914894,255,281,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-11-05,2021-10-08,1,2021,49,47,89,Fish_2021-11-05_1_2021,23,Cutthroat trout,3.283265306122449,Weight,3.5434042553191487,281,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-11-05,2021-10-08,2,2021,44,29,90,Fish_2021-11-05_2_2021,23,Cutthroat trout,2.982727272727273,Weight,3.8496551724137933,281,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-11-05,2021-10-08,3,2021,50,49,91,Fish_2021-11-05_3_2021,23,Cutthroat trout,3.2026,Weight,3.3053061224489797,281,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fish,2021-11-05,2021-10-08,4,2021,47,50,92,Fish_2021-11-05_4_2021,23,Cutthroat trout,2.7240425531914894,Weight,3.162,281,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fish_downstream_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-08-23,2021-08-08,1,2021,20,25,93,Fall_2021-08-23_1_2021,23,Cutthroat trout,0.34950000000000003,Weight,0.656,220,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-08-23,2021-08-08,2,2021,17,4,94,Fall_2021-08-23_2_2021,23,Cutthroat trout,0.39235294117647057,Weight,0.6625,220,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-08-23,2021-08-08,3,2021,17,9,95,Fall_2021-08-23_3_2021,23,Cutthroat trout,0.5141176470588236,Weight,0.4766666666666667,220,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-08-23,2021-08-08,4,2021,13,3,96,Fall_2021-08-23_4_2021,23,Cutthroat trout,0.47615384615384615,Weight,1.0266666666666668,220,235,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-09-13,2021-08-23,1,2021,25,26,97,Fall_2021-09-13_1_2021,23,Cutthroat trout,0.656,Weight,0.7946153846153846,235,256,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-09-13,2021-08-23,2,2021,4,3,98,Fall_2021-09-13_2_2021,23,Cutthroat trout,0.6625,Weight,0.8933333333333334,235,256,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-09-13,2021-08-23,3,2021,9,15,99,Fall_2021-09-13_3_2021,23,Cutthroat trout,0.4766666666666667,Weight,0.9833333333333333,235,256,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-09-13,2021-08-23,4,2021,3,6,100,Fall_2021-09-13_4_2021,23,Cutthroat trout,1.0266666666666668,Weight,1.3466666666666667,235,256,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-10-07,2021-09-13,1,2021,26,19,101,Fall_2021-10-07_1_2021,23,Cutthroat trout,0.7946153846153846,Weight,1.3836842105263158,256,280,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-10-07,2021-09-13,2,2021,3,22,102,Fall_2021-10-07_2_2021,23,Cutthroat trout,0.8933333333333334,Weight,1.4168181818181818,256,280,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-10-07,2021-09-13,3,2021,15,35,103,Fall_2021-10-07_3_2021,23,Cutthroat trout,0.9833333333333333,Weight,1.4428571428571428,256,280,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-10-07,2021-09-13,4,2021,6,15,104,Fall_2021-10-07_4_2021,23,Cutthroat trout,1.3466666666666667,Weight,1.4853333333333334,256,280,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-11-05,2021-10-07,1,2021,19,25,105,Fall_2021-11-05_1_2021,23,Cutthroat trout,1.3836842105263158,Weight,1.4096,280,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-11-05,2021-10-07,2,2021,22,39,106,Fall_2021-11-05_2_2021,23,Cutthroat trout,1.4168181818181818,Weight,1.3741025641025642,280,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-11-05,2021-10-07,3,2021,35,24,107,Fall_2021-11-05_3_2021,23,Cutthroat trout,1.4428571428571428,Weight,1.3641666666666667,280,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Fall,2021-11-05,2021-10-07,4,2021,15,13,108,Fall_2021-11-05_4_2021,23,Cutthroat trout,1.4853333333333334,Weight,1.6092307692307692,280,309,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_fall_4B_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-08-30,2021-08-09,1,2021,11,4,109,Crystal_2021-08-30_1_2021,23,Cutthroat trout,0.09363636363636364,Weight,0.2475,221,242,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-08-30,2021-08-09,2,2021,29,26,110,Crystal_2021-08-30_2_2021,23,Cutthroat trout,0.10206896551724139,Weight,0.20615384615384616,221,242,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-08-30,2021-08-09,3,2021,33,11,111,Crystal_2021-08-30_3_2021,23,Cutthroat trout,0.11515151515151516,Weight,0.23727272727272727,221,242,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-08-30,2021-08-09,4,2021,49,29,112,Crystal_2021-08-30_4_2021,23,Cutthroat trout,0.10183673469387755,Weight,0.22275862068965518,221,242,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-09-15,2021-08-30,1,2021,4,1,113,Crystal_2021-09-15_1_2021,23,Cutthroat trout,0.2475,Weight,0.27,242,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-09-15,2021-08-30,2,2021,26,29,114,Crystal_2021-09-15_2_2021,23,Cutthroat trout,0.20615384615384616,Weight,0.5586206896551724,242,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-09-15,2021-08-30,3,2021,11,15,115,Crystal_2021-09-15_3_2021,23,Cutthroat trout,0.23727272727272727,Weight,0.256,242,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-09-15,2021-08-30,4,2021,29,24,116,Crystal_2021-09-15_4_2021,23,Cutthroat trout,0.22275862068965518,Weight,0.43875,242,258,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-10-10,2021-09-15,1,2021,1,21,117,Crystal_2021-10-10_1_2021,23,Cutthroat trout,0.27,Weight,0.9352380952380952,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-10-10,2021-09-15,2,2021,29,42,118,Crystal_2021-10-10_2_2021,23,Cutthroat trout,0.5586206896551724,Weight,1.094047619047619,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-10-10,2021-09-15,3,2021,15,19,119,Crystal_2021-10-10_3_2021,23,Cutthroat trout,0.256,Weight,0.7557894736842106,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-10-10,2021-09-15,4,2021,24,13,120,Crystal_2021-10-10_4_2021,23,Cutthroat trout,0.43875,Weight,1.0746153846153845,258,283,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-11-01,2021-10-10,1,2021,21,14,121,Crystal_2021-11-01_1_2021,23,Cutthroat trout,0.9352380952380952,Weight,1.08,283,305,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-11-01,2021-10-10,2,2021,42,46,122,Crystal_2021-11-01_2_2021,23,Cutthroat trout,1.094047619047619,Weight,1.1065217391304347,283,305,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-11-01,2021-10-10,3,2021,19,11,123,Crystal_2021-11-01_3_2021,23,Cutthroat trout,0.7557894736842106,Weight,0.9209090909090909,283,305,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Crystal,2021-11-01,2021-10-10,4,2021,13,8,124,Crystal_2021-11-01_4_2021,23,Cutthroat trout,1.0746153846153845,Weight,1.1675,283,305,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_crystal_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Spread,2021-08-31,2021-08-10,1,2021,1,10,125,Spread_2021-08-31_1_2021,23,Cutthroat trout,0.4,Weight,0.9410000000000001,222,243,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_spread_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Spread,2021-08-31,2021-08-10,2,2021,6,8,126,Spread_2021-08-31_2_2021,23,Cutthroat trout,0.2816666666666667,Weight,0.69625,222,243,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_spread_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
Spread,2021-08-31,2021-08-10,3,2021,7,5,127,Spread_2021-08-31_3_2021,23,Cutthroat trout,0.31142857142857144,Weight,1.156,222,243,1,13560,FALSE,FALSE,FALSE,FALSE,NA,NA,Main Inputs/BaldockBioE/Temperature Files/Temp_spread_1A_2021.csv,Main Inputs/BaldockBioE/Diet_prop_inverts.csv,Main Inputs/BaldockBioE/Prey_E_inverts_4000.csv,Main Inputs/BaldockBioE/Indigestible_Prey_inverts.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FB4_Log_File_BaldockYOYGrowthMeans.csv,FALSE,NA
