stream,tempsite,year,date,priordate,section,meantempper,avgredds,basin_areasqkm,springprev_point_norm,springprev_basinmean_norm,springprev_iew01km_norm,springprev_iew05km_norm,springprev_iew01km_log_norm,springprev_iew05km_log_norm,seclen,elap,catch,density,cpue,effabun,effden_permeter,lenmean,lensd,lenmed,wtmean,wtsd,wtmed,priorcatch,priorlenmean,priorwtmean,doy,density_log,cpue_log,effden_permeter_log,avgredds_log,strid,yrid,sectid
Blacktail,blacktail_1A,2022,2022-08-24,2022-08-04,1,12.0417250005,117.5,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,22.71666667,184,1.2266666666666666,8.099779896096878,208383,1389.22,35.66,12.4418812148029,31,0.6,0.8561684938117721,0.24,126,32.52,0.389,236,0.212419587951234,2.093070727943602,7.23650491579943,4.7665234363458495,3,2,3.1
Blacktail,blacktail_1A,2022,2022-08-24,2022-08-04,2,12.0417250005,137.5,61.060521203593886,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.9061377413613532,0.9217780863174186,111,24.83333333,260,2.3423423423423424,10.469798659123464,302734,2727.3333333333335,32.375,12.506381349858364,27,0.4970833333333333,0.917756186816366,0.18,12,34.166666666666664,0.6508333333333334,236,0.8554115731614482,2.349449466792645,7.911083276399699,4.923696641734853,3,2,3.2
Blacktail,blacktail_1A,2022,2022-08-24,2022-08-04,3,12.0417250005,17,59.937486912793794,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9532989836445984,0.9695142507827592,150,21.35,29,0.19333333333333333,1.3583138173302107,46433,309.55333333333334,38.310344827586206,11.756771447844311,41,0.7220689655172414,0.7584164861752829,0.62,12,33.25,0.35333333333333333,236,-1.5929086104828898,0.3135791915257105,5.735162702316029,2.8338014064077703,3,2,3.3
Blacktail,blacktail_1A,2022,2022-08-24,2022-08-04,4,12.0417250005,7,0.981259905698498,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9117630587528612,0.9237446679126946,150,22.3,39,0.26,1.748878923766816,81123,540.82,44.02564102564103,12.064491568860856,49,0.961025641025641,0.593383673128746,1.14,38,36.8421052631579,0.4681081081081081,236,-1.3093333199837622,0.5646766309627205,6.293104996562945,1.9473377010464987,3,2,3.4
Blacktail,blacktail_1A,2022,2022-09-14,2022-08-24,1,11.676484126666669,117.5,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,32.01666667,468,3.12,14.617386776198083,958412,6389.413333333333,37.72,7.537768846527032,37,0.5304,0.35126569977260047,0.41,184,35.66,0.6,257,1.1410330045520618,2.682895578175033,8.762399298124487,4.7665234363458495,3,2,3.1
Blacktail,blacktail_1A,2022,2022-09-14,2022-08-24,2,11.676484126666669,137.5,61.060521203593886,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.9061377413613532,0.9217780863174186,111,23.83333333,191,1.720720720720721,8.013986015106852,420019,3783.954954954955,44.96,12.35521867760456,42.5,1.0916,1.152100760899543,0.745,260,32.375,0.4970833333333333,257,0.5485379233280173,2.082435307775121,8.238527668753342,4.923696641734853,3,2,3.2
Blacktail,blacktail_1A,2022,2022-09-14,2022-08-24,3,11.676484126666669,17,59.937486912793794,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9532989836445984,0.9695142507827592,150,18.9,63,0.42,3.3333333333333335,165388,1102.5866666666666,49.16,13.85104431338766,52,1.444,1.1828140088753756,1.3450000000000002,29,38.310344827586206,0.7220689655172414,257,-0.843970070294529,1.2069683133057345,7.005423282993628,2.8338014064077703,3,2,3.3
Blacktail,blacktail_1A,2022,2022-09-14,2022-08-24,4,11.676484126666669,7,0.981259905698498,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9117630587528612,0.9237446679126946,150,25.15,148,0.9866666666666668,5.884691848906561,202473,1349.82,39.82,14.216532485749378,34,0.8494,1.0418574660632982,0.355,39,44.02564102564103,0.961025641025641,257,-0.003338901265514487,1.7740522593247445,7.207733937577214,1.9473377010464987,3,2,3.4
Blacktail,blacktail_1A,2022,2022-10-04,2022-09-14,1,10.992239583,117.5,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,30.6,234,1.56,7.647058823529411,674524,4496.826666666667,43.12,9.618519551747395,42,0.8852,0.7933633905013232,0.69,468,37.72,0.5304,277,0.45107561936021673,2.035627944422153,8.411129465601132,4.7665234363458495,3,2,3.1
Blacktail,blacktail_1A,2022,2022-10-04,2022-09-14,2,10.992239583,137.5,61.060521203593886,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.9061377413613532,0.9217780863174186,111,26.81666667,174,1.5675675675675675,6.488502174457613,417694,3763.009009009009,47.96,10.062985315968008,47.5,1.2134,0.8273774895439696,1.065,191,44.96,1.0916,277,0.4558841465714752,1.871571715648608,8.232976842137683,4.923696641734853,3,2,3.2
Blacktail,blacktail_1A,2022,2022-10-04,2022-09-14,3,10.992239583,17,59.937486912793794,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9532989836445984,0.9695142507827592,150,20.78333333,75,0.5,3.608660786464901,270279,1801.86,52.7,13.488089984448184,54.5,1.7062,1.2256191937805418,1.485,63,49.16,1.444,277,-0.6733445532637656,1.2861040088994962,7.496580293501546,2.8338014064077703,3,2,3.3
Blacktail,blacktail_1A,2022,2022-10-04,2022-09-14,4,10.992239583,7,0.981259905698498,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9117630587528612,0.9237446679126946,150,22.9,75,0.5,3.275109170305677,180382,1202.5466666666666,47.38,7.97160778088366,45.5,1.1006,0.6806641714426538,0.905,148,39.82,0.8494,277,-0.6733445532637656,1.1893998843541356,7.092205124916737,1.9473377010464987,3,2,3.4
Blacktail,blacktail_1A,2022,2022-11-01,2022-10-04,1,9.940396045571427,117.5,61.15053540247885,0.1826490862564895,0.622626232273571,0.548516255144761,0.62181965388978655,0.8821536565376786,0.9049101556301486,150,30.2,194,1.2933333333333332,6.423841059602649,777346,5182.306666666666,52.66,12.741720000511258,51,1.5586,1.6872208884821849,1.15,234,43.12,0.8852,305,0.26492508532916464,1.8615717253103765,8.553007468221915,4.7665234363458495,3,2,3.1
Blacktail,blacktail_1A,2022,2022-11-01,2022-10-04,2,9.940396045571427,137.5,61.060521203593886,0.22620143377145535,0.6713048765188722,0.6199930001858225,0.6766030701541962,0.9061377413613532,0.9217780863174186,111,29.25,424,3.81981981981982,14.495726495726496,1818260,16380.72072072072,54.12,10.430802109764198,53.5,1.6174,1.0993760939361776,1.43,174,47.96,1.2134,305,1.3428177576524631,2.674543502201669,9.70386096695665,4.923696641734853,3,2,3.2
Blacktail,blacktail_1A,2022,2022-11-01,2022-10-04,3,9.940396045571427,17,59.937486912793794,0.6231756746460908,0.8385532070264314,0.7885032117143278,0.8588993646035864,0.9532989836445984,0.9695142507827592,150,22.65,166,1.106666666666667,7.328918322295806,472047,3146.98,52.74,12.060747599260225,48.5,1.5266,1.2209608294039476,1.02,75,52.7,1.7062,305,0.1103480571688656,1.9931914642321307,8.05420171942987,2.8338014064077703,3,2,3.3
Blacktail,blacktail_1A,2022,2022-11-01,2022-10-04,4,9.940396045571427,7,0.981259905698498,0.5643809969670056,0.6790498622834606,0.6380487647673285,0.6832930471973886,0.9117630587528612,0.9237446679126946,150,17.38333333,67,0.44666666666666666,3.8542665395693705,401502,2676.68,52.86,8.868679123057452,50.5,1.437,0.9685761693942132,1.165,75,47.38,1.1006,305,-0.7838015488280762,1.351771894191062,7.892336235544789,1.9473377010464987,3,2,3.4
Lower Bar BC,lowerbarbc_SG,2022,2022-08-08,2022-08-01,1,10.134011905714283,20.5,6.402573287281949,0.4067787217041353,0.582880276909069,0.5397310341487279,0.5887886513067416,0.8789946907254199,0.8940143829618092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,3.0209125720842893,9,2,9.1
Lower Bar BC,lowerbarbc_SG,2022,2022-08-08,2022-08-01,2,10.134011905714283,35,6.396507640456636,0.3592561705153437,0.5800715908687866,0.5375124670101292,0.5860892961863435,0.8781889079048821,0.8930974259016707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,3.555633734966574,9,2,9.2
Lower Bar BC,lowerbarbc_SG,2022,2022-08-08,2022-08-01,3,10.134011905714283,61.5,0.524071885677815,0.4232220931289375,0.6306054399346628,0.5677177904761083,0.630572107194336,0.8888874625208086,0.9077014120377777,150,23.91666667,1,0.00666666666666666,0.04181184668406803,900,6,30,NA,30,0.25,NA,0.25,NA,NA,NA,220,-4.094344562222101,-2.9601364554000305,1.7934247485471162,4.119199763220277,9,2,9.3
Lower Bar BC,lowerbarbc_SG,2022,2022-08-08,2022-08-01,4,10.134011905714283,16,0.451122373196237,0.5091795693446255,0.6403032592807688,0.5810642961662844,0.6411973962178619,0.8934365835729878,0.9110389014891378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,2.7732135270086236,9,2,9.4
Lower Bar BC,lowerbarbc_SG,2022,2022-08-29,2022-08-08,1,10.33010515904762,20.5,6.402573287281949,0.4067787217041353,0.582880276909069,0.5397310341487279,0.5887886513067416,0.8789946907254199,0.8940143829618092,150,25,29,0.19333333333333333,1.16,20290,135.26666666666668,26.344827586206897,2.409443653462729,26,0.13379310344827586,0.04578004814197745,0.12,NA,NA,NA,241,-1.5929086104828898,0.1570037488096647,4.907322064034433,3.0209125720842893,9,2,9.1
Lower Bar BC,lowerbarbc_SG,2022,2022-08-29,2022-08-08,2,10.33010515904762,35,6.396507640456636,0.3592561705153437,0.5800715908687866,0.5375124670101292,0.5860892961863435,0.8781889079048821,0.8930974259016707,150,22.7,39,0.26,1.7180616740088106,27711,184.74,26.58974358974359,1.9017713172329451,27,0.15,0.04328607409463597,0.15,NA,NA,NA,241,-1.3093333199837622,0.5470003607222771,5.2190035598283115,3.555633734966574,9,2,9.2
Lower Bar BC,lowerbarbc_SG,2022,2022-08-29,2022-08-08,3,10.33010515904762,61.5,0.524071885677815,0.4232220931289375,0.6306054399346628,0.5677177904761083,0.630572107194336,0.8888874625208086,0.9077014120377777,150,22.6,27,0.18,1.1946902654867255,18357,122.38,26.03703703703704,1.4272480642961256,26,0.12111111111111111,0.03017045591727792,0.12,1,30,0.25,241,-1.6607312068216509,0.18622249281204103,4.807212667394247,4.119199763220277,9,2,9.3
Lower Bar BC,lowerbarbc_SG,2022,2022-08-29,2022-08-08,4,10.33010515904762,16,0.451122373196237,0.5091795693446255,0.6403032592807688,0.5810642961662844,0.6411973962178619,0.8934365835729878,0.9110389014891378,150,20.2,16,0.10666666666666667,0.7920792079207921,10940,72.93333333333334,26.125,1.1474609652039005,26,0.13375,0.02918332857414771,0.14,NA,NA,NA,241,-2.1484344131667874,-0.2205479129988595,4.289682883998159,2.7732135270086236,9,2,9.4
Lower Bar BC,lowerbarbc_SG,2022,2022-09-17,2022-08-29,1,10.125249999473684,20.5,6.402573287281949,0.4067787217041353,0.582880276909069,0.5397310341487279,0.5887886513067416,0.8789946907254199,0.8940143829618092,150,22.55,60,0.4,2.6607538802660753,73487,489.91333333333336,34.8,3.739226949760897,35,0.3748888888888889,0.13447916740018306,0.37,29,26.344827586206897,0.13379310344827586,260,-0.8915981192837835,0.9823607847178676,6.194248916278091,3.0209125720842893,9,2,9.1
Lower Bar BC,lowerbarbc_SG,2022,2022-09-17,2022-08-29,2,10.125249999473684,35,6.396507640456636,0.3592561705153437,0.5800715908687866,0.5375124670101292,0.5860892961863435,0.8781889079048821,0.8930974259016707,150,27.5,89,0.5933333333333334,3.2363636363636363,112679,751.1933333333334,35,3.822132343623637,35,0.38468085106382977,0.14026141841187875,0.37,39,26.58974358974359,0.15,260,-0.5052854433903752,1.1775354888079865,6.621676365228901,3.555633734966574,9,2,9.2
Lower Bar BC,lowerbarbc_SG,2022,2022-09-17,2022-08-29,3,10.125249999473684,61.5,0.524071885677815,0.4232220931289375,0.6306054399346628,0.5677177904761083,0.630572107194336,0.8888874625208086,0.9077014120377777,150,21.63333333,35,0.23333333333333336,1.617873652021244,40714,271.4266666666667,33.885714285714286,3.9315573068623655,34,0.3414285714285714,0.11978271644800792,0.33,27,26.03703703703704,0.12111111111111111,260,-1.4133230335078097,0.487274655245029,5.6037288402158785,4.119199763220277,9,2,9.3
Lower Bar BC,lowerbarbc_SG,2022,2022-09-17,2022-08-29,4,10.125249999473684,16,0.451122373196237,0.5091795693446255,0.6403032592807688,0.5810642961662844,0.6411973962178619,0.8934365835729878,0.9110389014891378,150,24.05,28,0.18666666666666668,1.1642411642411643,33046,220.30666666666667,34.214285714285715,3.154739442867026,35,0.3585714285714286,0.1002853072844814,0.38,16,26.125,0.13375,260,-1.6262450307504814,0.16062212129896902,5.395065905357299,2.7732135270086236,9,2,9.4
Lower Bar BC,lowerbarbc_SG,2022,2022-10-02,2022-09-17,1,9.7607041666,20.5,6.402573287281949,0.4067787217041353,0.582880276909069,0.5397310341487279,0.5887886513067416,0.8789946907254199,0.8940143829618092,150,24.61666667,32,0.21333333333333335,1.2999322950169354,58216,388.1066666666667,42.3125,5.462112907964722,42,0.7359375,0.34325631704827864,0.6699999999999999,60,34.8,0.3748888888888889,275,-1.499089855265235,0.2699754526842589,5.961305981711135,3.0209125720842893,9,2,9.1
Lower Bar BC,lowerbarbc_SG,2022,2022-10-02,2022-09-17,2,9.7607041666,35,6.396507640456636,0.3592561705153437,0.5800715908687866,0.5375124670101292,0.5860892961863435,0.8781889079048821,0.8930974259016707,150,26.38333333,60,0.4,2.274162981967677,89864,599.0933333333334,39.85106382978723,4.813832981533329,40,0.5970212765957447,0.22526230983703752,0.57,89,35,0.38468085106382977,275,-0.8915981192837835,0.8259996473773492,6.395434092975808,3.555633734966574,9,2,9.2
Lower Bar BC,lowerbarbc_SG,2022,2022-10-02,2022-09-17,3,9.7607041666,61.5,0.524071885677815,0.4232220931289375,0.6306054399346628,0.5677177904761083,0.630572107194336,0.8888874625208086,0.9077014120377777,150,19.38333333,29,0.19333333333333333,1.4961306967319228,44827,298.8466666666667,39,5.063877678504601,39,0.5617241379310345,0.21401049649687143,0.53,35,33.885714285714286,0.3414285714285714,275,-1.5929086104828898,0.4095439096307278,5.699964082756656,4.119199763220277,9,2,9.3
Lower Bar BC,lowerbarbc_SG,2022,2022-10-02,2022-09-17,4,9.7607041666,16,0.451122373196237,0.5091795693446255,0.6403032592807688,0.5810642961662844,0.6411973962178619,0.8934365835729878,0.9110389014891378,150,24.75,17,0.11333333333333331,0.6868686868686869,24673,164.48666666666668,37.8235294117647,4.693550017279659,40,0.5035294117647059,0.15214882420144546,0.56,28,34.214285714285715,0.3585714285714286,275,-2.092864562011977,-0.3611582835765726,5.102890306575602,2.7732135270086236,9,2,9.4
Lower Bar BC,lowerbarbc_SG,2022,2022-10-29,2022-10-02,1,9.079316358074074,20.5,6.402573287281949,0.4067787217041353,0.582880276909069,0.5397310341487279,0.5887886513067416,0.8789946907254199,0.8940143829618092,150,21.11666667,54,0.36,2.557221783337455,149654,997.6933333333334,52.375,4.901693150808285,52,1.325416666666667,0.45947684558768104,1.205,32,42.3125,0.7359375,302,-0.9942522733438669,0.94282429602893425,6.905455970931555,3.0209125720842893,9,2,9.1
Lower Bar BC,lowerbarbc_SG,2022,2022-10-29,2022-10-02,2,9.079316358074074,35,6.396507640456636,0.3592561705153437,0.5800715908687866,0.5375124670101292,0.5860892961863435,0.8781889079048821,0.8930974259016707,150,18.68333333,32,0.21333333333333335,1.7127564677453624,76129,507.52666666666664,48.59375,4.271883886002038,49,1.0478125,0.26720457759986554,1.05,60,39.85106382978723,0.5970212765957447,302,-1.499089855265235,0.5439256055626662,6.229568957895557,3.555633734966574,9,2,9.2
Lower Bar BC,lowerbarbc_SG,2022,2022-10-29,2022-10-02,3,9.079316358074074,61.5,0.524071885677815,0.4232220931289375,0.6306054399346628,0.5677177904761083,0.630572107194336,0.8888874625208086,0.9077014120377777,150,24.35,72,0.48,2.9568788501026693,231021,1540.14,52.62,7.093802986855959,52,1.428,0.6269199083045389,1.255,29,39,0.5617241379310345,302,-0.7133498878774648,1.0875105080188896,7.3396350932617525,4.119199763220277,9,2,9.3
Lower Bar BC,lowerbarbc_SG,2022,2022-10-29,2022-10-02,4,9.079316358074074,16,0.451122373196237,0.5091795693446255,0.6403032592807688,0.5810642961662844,0.6411973962178619,0.8934365835729878,0.9110389014891378,150,31.19581699447059,40,0.26666666666666666,1.2822231905992376,98863,659.0866666666667,49.325,6.293617035109094,47.5,1.14525,0.5055739946858067,0.96,17,37.8235294117647,0.5035294117647059,302,-1.284941866859603,0.2563641385829928,6.4908702106443785,2.7732135270086236,9,2,9.4
3 Channel,threechannel_1A,2022,2022-08-03,2022-08-01,1,13.03886667,28,31.613827750607495,0.28670154779492013,0.3223220106468023,0.3039543154111563,0.3252437788745235,0.7671264914602479,0.7760940883890819,150,38.25,13,0.08666666666666667,0.33986928104575165,16214,108.09333333333332,31.53846153846154,16.54093601047305,25,0.5507692307692308,1.0723918868465758,0.11,NA,NA,NA,215,-2.336486644669727,-1.0501956769871454,4.68308755981576,3.332561589272017,1,2,1.1
3 Channel,threechannel_1A,2022,2022-08-03,2022-08-01,2,13.03886667,46,31.435174232792857,0.3381459164910552,0.3228361467958936,0.3039116349092873,0.3257188550918451,0.7670992685205869,0.7763825709917411,150,37.38333333,24,0.16,0.6419973250683904,30439,202.92666666666668,34.041666666666664,10.68716892868008,28,0.46375,0.4357683119951822,0.205,NA,NA,NA,215,-1.7719568419318752,-0.427714819719743,5.3128939435000495,3.8288587641673772,1,2,1.2
3 Channel,threechannel_1A,2022,2022-08-03,2022-08-01,3,13.03886667,25.5,0.709114551485152,0.2649924023868435,0.34518101070664,0.3137462034060803,0.34580311068927533,0.773275148029493,0.7882161737160768,150,26.48333333,29,0.19333333333333333,1.095028319835749,42186,281.24,38,3.3273756282434617,39,0.536896551724138,0.11653029796935896,0.53,NA,NA,NA,215,-1.5929086104828898,0.09987096345193647,5.63924395351863,3.23907053215372,1,2,1.3
3 Channel,threechannel_1A,2022,2022-08-03,2022-08-01,4,13.03886667,43,0.556745503242225,0.25980795973653636,0.34503670756823585,0.3139745104396038,0.3457239640423139,0.7734162559429703,0.7881708754335425,150,37.53333333,87,0.58,2.3179396094420905,107225,714.8333333333334,33.86,12.061086017368725,32,0.5416,0.8150431564885233,0.315,NA,NA,NA,215,-0.527632742082372,0.8449835885714174,6.572063404465866,3.7614326467956447,1,2,1.4
3 Channel,threechannel_1A,2022,2022-08-25,2022-08-03,1,12.093638257727273,28,31.613827750607495,0.28670154779492013,0.3223220106468023,0.3039543154111563,0.3252437788745235,0.7671264914602479,0.7760940883890819,150,37.58333333,36,0.24,0.9578713969807424,55009,366.7266666666667,36.361111111111114,14.552668440191947,34,0.7052777777777778,1.3832538990389107,0.34,13,31.53846153846154,0.5507692307692308,237,-1.3862943611198906,-0.032656054890219235,5.904644060988439,3.332561589272017,1,2,1.1
3 Channel,threechannel_1A,2022,2022-08-25,2022-08-03,2,12.093638257727273,46,31.435174232792857,0.3381459164910552,0.3228361467958936,0.3039116349092873,0.3257188550918451,0.7670992685205869,0.7763825709917411,150,29.7,68,0.4533333333333333,2.28956228956229,167570,1117.1333333333334,35.76,10.165086305183872,34,0.5506,0.6432234194639828,0.365,24,34.041666666666664,0.46375,237,-0.7693085415255093,0.832718795938109,7.018530110741413,3.8288587641673772,1,2,1.2
3 Channel,threechannel_1A,2022,2022-08-25,2022-08-03,3,12.093638257727273,25.5,0.709114551485152,0.2649924023868435,0.34518101070664,0.3137462034060803,0.34580311068927533,0.773275148029493,0.7882161737160768,150,26.21666667,32,0.21333333333333335,1.2205975840787544,62827,418.8466666666667,42.21875,13.665908548340754,36.5,0.9721875,1.123312309357838,0.465,29,38,0.536896551724138,237,-1.499089855265235,0.20749989211637293,6.037528777070182,3.23907053215372,1,2,1.3
3 Channel,threechannel_1A,2022,2022-08-25,2022-08-03,4,12.093638257727273,43,0.556745503242225,0.25980795973653636,0.34503670756823585,0.3139745104396038,0.3457239640423139,0.7734162559429703,0.7881708754335425,150,28.31666667,127,0.8466666666666667,4.484991170749265,229379,1529.1933333333334,36.68,11.233041640170123,33.5,0.6702,0.8257080820330475,0.36,87,33.86,0.5416,237,-0.15470638976098125,1.5029637036834487,7.332502181608878,3.7614326467956447,1,2,1.4
3 Channel,threechannel_1A,2022,2022-09-16,2022-08-25,1,11.389522726818182,28,31.613827750607495,0.28670154779492013,0.3223220106468023,0.3039543154111563,0.3252437788745235,0.7671264914602479,0.7760940883890819,150,33.56666667,104,0.6933333333333334,3.0983118169713695,252240,1681.6,47.96,6.74902865271011,47.5,1.1412,0.5335389739603789,1.035,36,36.361111111111114,0.7052777777777778,259,-0.3519243411801345,1.1340797546838282,7.427506946822417,3.332561589272017,1,2,1.1
3 Channel,threechannel_1A,2022,2022-09-16,2022-08-25,2,11.389522726818182,46,31.435174232792857,0.3381459164910552,0.3228361467958936,0.3039116349092873,0.3257188550918451,0.7670992685205869,0.7763825709917411,150,18.88333333,30,0.2,1.588702559856788,72927,486.18,48.833333333333336,6.913671280492922,49,1.226,0.5357212347660958,1.16,68,35.76,0.5506,259,-1.5606477482646683,0.4691924001989042,6.186599494002879,3.8288587641673772,1,2,1.2
3 Channel,threechannel_1A,2022,2022-09-16,2022-08-25,3,11.389522726818182,25.5,0.709114551485152,0.2649924023868435,0.34518101070664,0.3137462034060803,0.34580311068927533,0.773275148029493,0.7882161737160768,150,26.25,53,0.35333333333333333,2.019047619047619,150017,1000.1133333333332,50.3,10.361329203202786,48.5,1.4126,0.8839170937205755,1.125,32,42.21875,0.9721875,259,-1.0124345924270572,0.7075665297883975,6.90787860471054,3.23907053215372,1,2,1.3
3 Channel,threechannel_1A,2022,2022-09-16,2022-08-25,4,11.389522726818182,43,0.556745503242225,0.25980795973653636,0.34503670756823585,0.3139745104396038,0.3457239640423139,0.7734162559429703,0.7881708754335425,150,21.75,88,0.5866666666666667,4.045977011494253,184947,1232.98,49.06,8.809572715436966,47,1.2914,0.9819680571719848,1.06,127,36.68,0.6702,259,-0.516396668815446,1.400191598495269,7.1171973928313745,3.7614326467956447,1,2,1.4
3 Channel,threechannel_1A,2022,2022-10-05,2022-09-16,1,10.167021930315787,28,31.613827750607495,0.28670154779492013,0.3223220106468023,0.3039543154111563,0.3252437788745235,0.7671264914602479,0.7760940883890819,150,34.65,90,0.6,2.5974025974025974,255859,1705.7266666666667,54.62,7.356490955861597,53.5,1.5946,0.6728289651364087,1.475,104,47.96,1.1412,278,-0.4942963218147801,0.9583545524118031,7.441752358966561,3.332561589272017,1,2,1.1
3 Channel,threechannel_1A,2022,2022-10-05,2022-09-16,2,10.167021930315787,46,31.435174232792857,0.3381459164910552,0.3228361467958936,0.3039116349092873,0.3257188550918451,0.7670992685205869,0.7763825709917411,150,20.33333333,30,0.2,1.4754098363074444,98605,657.3666666666667,56.5,9.891654441305908,55,1.9266666666666667,0.996315049650922,1.685,30,48.833333333333336,1.226,278,-1.5606477482646683,0.3956907182234889,6.488257167242543,3.8288587641673772,1,2,1.2
3 Channel,threechannel_1A,2022,2022-10-05,2022-09-16,3,10.167021930315787,25.5,0.709114551485152,0.2649924023868435,0.34518101070664,0.3137462034060803,0.34580311068927533,0.773275148029493,0.7882161737160768,150,26.16666667,27,0.18,1.0318471336265165,80405,536.0333333333333,53.74074074074074,9.661949925003563,51,1.6488888888888888,1.0173923429469969,1.28,53,50.3,1.4126,278,-1.6607312068216509,0.040995227795960563,6.284215003574103,3.23907053215372,1,2,1.3
3 Channel,threechannel_1A,2022,2022-10-05,2022-09-16,4,10.167021930315787,43,0.556745503242225,0.25980795973653636,0.34503670756823585,0.3139745104396038,0.3457239640423139,0.7734162559429703,0.7881708754335425,103,15.7,38,0.36893203883495146,2.420382165605095,109538,1063.4757281553398,53.26315789473684,6.844544920123225,52.5,1.5128947368421053,0.7271525654806315,1.4,88,49.06,1.2914,278,-0.9703984070371121,0.8880485147831945,6.969307214856161,3.7614326467956447,1,2,1.4
3 Channel,threechannel_1A,2022,2022-11-02,2022-10-05,1,8.167548682,28,31.613827750607495,0.28670154779492013,0.3223220106468023,0.3039543154111563,0.3252437788745235,0.7671264914602479,0.7760940883890819,150,28.38333333,76,0.5066666666666667,2.677627716110115,275106,1834.04,59.88,6.738981937282545,59,2.0484,0.7277372255064015,1.9,90,54.62,1.5946,306,-0.6603573577369544,0.9886589145981648,7.514281915258309,3.332561589272017,1,2,1.1
3 Channel,threechannel_1A,2022,2022-11-02,2022-10-05,2,8.167548682,46,31.435174232792857,0.3381459164910552,0.3228361467958936,0.3039116349092873,0.3257188550918451,0.7670992685205869,0.7763825709917411,150,18.53333333,49,0.32666666666666666,2.6438848925618497,374346,2495.64,61.326530612244895,7.755072950178163,61,2.2216326530612247,0.8406504102448876,2.1,30,56.5,1.9266666666666667,306,-1.0886619578149417,0.976024563666458,7.822304495297989,3.8288587641673772,1,2,1.2
3 Channel,threechannel_1A,2022,2022-11-02,2022-10-05,3,8.167548682,25.5,0.709114551485152,0.2649924023868435,0.34518101070664,0.3137462034060803,0.34580311068927533,0.773275148029493,0.7882161737160768,150,25.3,50,0.3333333333333333,1.976284584980237,968852,6459.013333333333,68.5,12.454406645760336,70,3.345,1.8957366238322175,3.18,27,53.74074074074074,1.6488888888888888,306,-1.0690534864265653,0.6862658509161846,8.773233398556266,3.23907053215372,1,2,1.3
3 Channel,threechannel_1A,2022,2022-11-02,2022-10-05,4,8.167548682,43,0.556745503242225,0.25980795973653636,0.34503670756823585,0.3139745104396038,0.3457239640423139,0.7734162559429703,0.7881708754335425,150,25.53333333,92,0.6133333333333333,3.603133159739312,666554,4443.693333333334,61.94,10.092247984852287,60,2.3742,1.656929900109703,1.995,38,53.26315789473684,1.5128947368421053,306,-0.47267385780161447,1.2845753072127002,8.399243391855528,3.7614326467956447,1,2,1.4
Flat,flat_4B,2022,2022-08-06,2022-08-01,1,9.5690833334,0,126.0835272896704,0.7961784725449541,0.16535163482197063,0.7678754031090718,0.3804020858605178,0.948094177295856,0.807104679029308,150,20.08333333,3,0.02,0.14937759338578882,2561,17.073333333333334,29,4.358898943540674,27,0.15666666666666668,0.09073771725877466,0.12,NA,NA,NA,218,-3.506557897319982,-1.8364790909772803,2.838103329350408,-4.605170185988091,8,2,8.1
Flat,flat_4B,2022,2022-08-06,2022-08-01,2,9.5690833334,11.5,126.054573935491,0.8031023937867192,0.15947622081100565,0.6992298621512977,0.3563645423108336,0.9297166281027788,0.794171488747092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,2.4432162227337915,8,2,8.2
Flat,flat_4B,2022,2022-08-06,2022-08-01,3,9.5690833334,3.5,126.003379876285,0.7924423072730007,0.15339955345058345,0.6280058695752031,0.3315523823310253,0.9086539188774804,0.7798916985642101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,1.2556160374777743,8,2,8.3
Flat,flat_4B,2022,2022-08-06,2022-08-01,4,9.5690833334,2.5,125.95339894644871,0.6205515888607089,0.14781622407385492,0.5825007065287875,0.31076261168612596,0.8939200070712875,0.7670968858001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,0.9202827531436925,8,2,8.4
